Kode,Nama Perusahaan,Sektor Bisnis,Website,Social Media,Kontak
898,BEI: UNTR,United Tractors Tbk.,,[],
899,BEI: UNVR,Unilever Indonesia Tbk.,,[],
900,BEI: URBN,Urban Jakarta Propertindo Tbk.,,[],
901,BEI: UVCR,Trimegah Karya Pratama Tbk.,,[],
902,BEI: VAST,Vastland Indonesia Tbk.,,[],
903,BEI: VERN,Verona Indah Pictures Tbk.,,[],
904,BEI: VICI,Victoria Care Indonesia Tbk.,,[],
905,BEI: VICO,Victoria Investama Tbk.,,[],
906,BEI: VINS,Victoria Insurance Tbk.,,[],
907,BEI: VISI,Satu Visi Putra Tbk.,,[],
908,BEI: VIVA,Visi Media Asia Tbk.,,[],
909,BEI: VKTR,VKTR Teknologi Mobilitas Tbk.,,[],
910,BEI: VOKS,Voksel Electric Tbk.,,[],
911,BEI: VRNA,Mizuho Leasing Indonesia Tbk.,,[],
912,BEI: VTNY,Venteny Fortuna International,,[],
913,BEI: WAPO,Wahana Pronatural Tbk.,,[],
914,BEI: WEGE,Wijaya Karya Bangunan Gedung T,,[],
915,BEI: WEHA,WEHA Transportasi Indonesia Tbk.,,[],
916,BEI: WGSH,Wira Global Solusi Tbk.,,[],
917,BEI: WICO,Wicaksana Overseas International Tbk.,,[],
918,BEI: WIDI,Widiant Jaya Krenindo Tbk.,,[],
919,BEI: WIFI,Solusi Sinergi Digital Tbk.,,[],
920,BEI: WIIM,Wismilak Inti Makmur Tbk.,,[],
921,BEI: WIKA,Wijaya Karya (Persero) Tbk.,,[],
922,BEI: WINE,Hatten Bali Tbk.,,[],
923,BEI: WINR,Winner Nusantara Jaya Tbk.,,[],
924,BEI: WINS,Wintermar Offshore Marine Tbk.,,[],
925,BEI: WIRG,WIR ASIA Tbk.,,[],
926,BEI: WMPP,Widodo Makmur Perkasa Tbk.,,[],
927,BEI: WMUU,Widodo Makmur Unggas Tbk.,,[],
928,BEI: WOMF,Wahana Ottomitra Multiartha Tb,,[],
929,BEI: WOOD,Integra Indocabinet Tbk.,,[],
930,BEI: WOWS,Ginting Jaya Energi Tbk.,,[],
931,BEI: WSBP,Waskita Beton Precast Tbk.,,[],
932,BEI: WSKT,Waskita Karya (Persero) Tbk.,,[],
933,BEI: WTON,Wijaya Karya Beton Tbk.,,[],
934,BEI: YELO,Yelooo Integra Datanet Tbk.,,[],
935,BEI: YPAS,Yanaprima Hastapersada Tbk,,[],
936,BEI: YULE,Yulie Sekuritas Indonesia Tbk.,,[],
937,BEI: ZATA,Bersama Zatta Jaya Tbk.,,[],
938,BEI: ZBRA,Dosni Roha Indonesia Tbk.,,[],
939,BEI: ZINC,Kapuas Prima Coal Tbk.,,[],
940,BEI: ZONE,Mega Perintis Tbk.,,[],
941,BEI: ZYRX,Zyrexindo Mandiri Buana Tbk.,,[],
